,text,link,comments,likes,reposts,date,time,day_week
130,Фотографии; которые можно спутать с картинами. Фотохудожник портретист Нирав Патель из Сан-Франциско.,https://sun1-89.userapi.com/impg/BOj3NsgR43t9hsm8PmhoXjPz5YIPGvkwVnUs1A/If49Zre43gQ.jpg?size=1080x1080&quality=96&sign=a94da4e8c37bbc480685779296647188&c_uniq_tag=r-QBAXlcwaiUotRfGEfKxeHDvhHdupzDkFYgxv-ALUc&type=album,9,702,151,2021-11-12,2021-11-12 20:07:00,Friday
131,Канат Нуртазин в 8 лет назад начал практиковать «100 методов рисования». Он использовал разные материалы и техники. Рисовал кетчупом; гвоздями; гипсом; едой; но искусство вырезания листьев всецело его захватило. «Жизнь листа мимолетна ; как и человеческая; и я хочу подарить листу вторую жизнь.,https://sun1-17.userapi.com/impg/pbVdVJuy_hiinT9fSyXq5NRRiDKh1YsObIHWLA/oinmRJqx9pc.jpg?size=880x1101&quality=96&sign=239b0c5193432839ede423918525c582&c_uniq_tag=0IgnAt26xHJiXumgyDKOgiw4DQFsFpDhmU_Z3Ej6v3g&type=album,4,250,74,2021-11-12,2021-11-12 16:07:00,Friday
132,Японская мастерица Акиэ Наката «художница по камню». Она описывает свое каменное искусство как «сотрудничество двух фрагментов земли». Художница использует камни; которые находит на улице. Каждая форма камня уникальна и требует особого подхода; чтобы донести идею. Некоторые формы могут показаться странными или неудобными для рисования; но художница поразительно точно вписывает в них животных и птиц.,https://sun1-20.userapi.com/impg/rZ-XRxutL-AGWakgbwLj3E3YDCoHsOkC_50omQ/mvvlxbuQ9UI.jpg?size=880x880&quality=96&sign=61b2ac0c336355095c7387495a606b9a&c_uniq_tag=iu7N1bpI5JchiJ6eK27g-wAFS0HTOnegcGtNrJf0Txo&type=album,14,956,488,2021-11-12,2021-11-12 14:07:00,Friday
133,Фантастические пейзажи цифрового художника Мартина Шрайвера из Амстердама выглядят как места из снов.,https://sun1-92.userapi.com/impg/uWk27M8M4MebKwIz5K1S-B_2IDsXHzt7tSTXjg/Ju3FQGvJmj4.jpg?size=880x1100&quality=96&sign=08e6242ff3f8400fd16514f16c48266b&c_uniq_tag=q2FhMVwhG6N4N8Uy8TUzKNFa7U-OAGNATvALz5W8mTs&type=album,15,679,193,2021-11-12,2021-11-12 12:07:00,Friday
134,,,12,86,11,2021-11-12,2021-11-12 11:09:53,Friday
135,Пост от подписчицы.  Художник / Наталья Ильина (natali_ilina_art) Осенние акварели.,https://sun1-23.userapi.com/impg/o-QnZgC780bPYFPlg3OWnVrgI2oZhYykujC3zw/sVmIi4DPUWI.jpg?size=1920x1923&quality=96&sign=126b37299cc0a90634d01d92ee987c77&c_uniq_tag=KPWsXvT6LciMcXBj4-yWW7x5sxM-BHKXAJ1_FI3lY8U&type=album,0,153,22,2021-11-12,2021-11-12 10:07:00,Friday
136,Художник Кит Ларсен выпустил необычный артбук; основанный на парейдолии. Это эффект; заключающийся в формировании иллюзорных образов на основе реальных обьектов. Возникает как у лиц с психическим расстройством; так и у здоровых.  В книге 252 страницы без хронологии и сюжета. Каждый разворот- это чистый полет фантазии..,https://sun1-16.userapi.com/impg/forBBTJBaIqoQWhy185MTI4DVUBzy5CwXdvXYw/6sG0scH3T34.jpg?size=880x880&quality=96&sign=8c9844728777aca3f0e01e043a84aca9&c_uniq_tag=Tur5EcgZ5D4YQCLe9Nh9bW1qQx848bEbBtlljMa9M20&type=album,9,113,32,2021-11-11,2021-11-11 20:07:00,Thursday
137,Символичные и реалистичные работы Габриэля Пикарта. Художник родился в Барселоне; Испания; в 1962 году; где живет и работает до сих пор. «Мои картины выполнены в чисто реалистическом стиле; а не гиперреалистичны; и имитация реальности только кажущаяся. Вот где для меня заключается истинное волшебство живописи.»,https://sun1-84.userapi.com/impg/7G4l47enxvuINNy5AKfmaS_NJ2VkP5GwWuQwCQ/fjcIgXGV0KA.jpg?size=1172x909&quality=96&sign=b1c80a8194144c979750b83f7828e7e7&c_uniq_tag=HQ6gZfLC665lFHH2bQGqk8oekJGXokRVb2awxdiwgzk&type=album,0,322,66,2021-11-11,2021-11-11 16:07:00,Thursday
138,Подборка разноцветных крыльев. Художники под фото.,https://sun1-57.userapi.com/impg/vX8N-bSkMOY6hBlWOdLUCbhdq1-v5CCHWHDsKQ/yj0tnqyCubA.jpg?size=576x1423&quality=96&sign=206f8fa557f13a37b10217529a4840c3&c_uniq_tag=ebpqv7ge-rhMDYBBuNJv5rAuPpesmqyBB3Vd04OUNgM&type=album,3,698,133,2021-11-11,2021-11-11 14:07:00,Thursday
139,«Целительница» холст; масло 180x300см.  Художник / Гильермо Лорка Гарсия-Уидобро,https://sun1-57.userapi.com/impg/itgmGqObaKAsB3OJfTDgIm_MA5hRQRJiGJXSjw/Zr-ScWT8z9k.jpg?size=750x938&quality=96&sign=524fdab02b907119ba3e5458b148dd5e&c_uniq_tag=rVAoFm93FtBEyhrxLelyeeVMDEa6Zumd77uCIa9lIEU&type=album,66,1039,256,2021-11-11,2021-11-11 12:07:00,Thursday
140,Ангелы Эббота Хэндерсона Тейера (1849—1921). Примечательно; что известен он как первооткрыватель принципов военного камуфляжа; названный Countershading («противотени»; другое название Thayer’s Law).  Метод Тейера был основан на открытом им механизме работы мозга при восприятии визуальных образов. Художник понял; что мозг в первую очередь реагирует на контрасты; контуры и узор.,https://sun1-24.userapi.com/impg/BsTTkVXTK6kut7u7JKUUq2d0drWXPohH2aaWFA/oYwUnbm4NJE.jpg?size=1464x2000&quality=96&sign=2edf66d2f2b7abd4d2e431d0667152cf&c_uniq_tag=bIesS5F4vj-YJLRui2CITbvnbbRVRJgQ6HdLFrD0yz8&type=album,8,509,157,2021-11-10,2021-11-10 22:07:00,Wednesday
141,Габриэль фон Макс (1840-1915) был австрийским художником из Праги. Он разработал аллегорическо-мистический изобразительный язык; который стал типичным для искусства сецессионизма. Он стал членом Теософского общества и увлекался парапсихологией (сомнамбулизм; гипноз; спиритизм); дарвинизмом; азиатской философией; идеями Шопенгауэра и различными мистическими традициями. Габриэль вместе со своими коллегами часто использовал фотографии для рисования.,https://sun1-56.userapi.com/impg/LQs0D9guCNVR19w0trAaa85OFsIyFIKF-IOJWg/c_ZFyfLsvXw.jpg?size=750x750&quality=96&sign=29f53209645d41561f7d4a10ebf71e58&c_uniq_tag=cba8cpjZBJcKdLzF1VMRx6zsz4vpoK2UrGmxm9Sr6Ss&type=album,0,278,52,2021-11-10,2021-11-10 20:07:00,Wednesday
142,Торстен Вольбер (1964) - немецкий художник. Он изучал графический дизайн и иллюстрацию и работал учителем почти 30 лет; пока в 2020 году не посвятил себя исключительно масляной живописи.,https://sun1-19.userapi.com/impg/nJbJpbWI1MCBXrYzceYkYh7a8sVkMAxfN4DfLg/-a7-TOUehXI.jpg?size=1080x1080&quality=96&sign=a83c0e85fef14daa6f6f04a42ccc367a&c_uniq_tag=G1AB54lcFmJf_fXabyfvhTb1VNcM1tSg81cqO3nfkUQ&type=album,11,441,55,2021-11-10,2021-11-10 18:07:00,Wednesday
143,Руперт Банни (1864-1947) был австралийским художником. Его уважали в Париже; где он жил с 1884 по 1932 год. Банни постоянно корректировал свое творчество; чтобы отразить меняющиеся стили; наблюдаемые в Европе. Художник вел космополитический образ жизни в Париже; общаясь с такими артистами и музыкантами; как Клод Дебюсси; Огюст Роден; Нелли Мельба и Сара Бернар.,https://sun1-30.userapi.com/impg/Scll3Iw1qCL4IfZZq2E3OXLWn1vreiUYUaVzvA/xn2fAuiPm78.jpg?size=1901x2160&quality=96&sign=b409d4a9b457f505e9a4dfb921f4397f&c_uniq_tag=VD9nAQTNs38uU7Zt3oVors3MI-Hn0XnH2O0tnd1ho14&type=album,2,117,17,2021-11-10,2021-11-10 16:07:00,Wednesday
144,Уилфрид де Глен (1870 - 1951) британский художник-импрессионист. Хотя некоторые эксперты ставят Уилфрида де Глена рядом с Сарджентом; он считается чем-то вроде позднего британского Ренуара за его умелое использование солнечного света и тени.,https://sun1-96.userapi.com/impg/ytxBSvpohB_dGenGaglFemCq2TasSTLq-ZLhzg/NC4FxX1ELOU.jpg?size=1103x1102&quality=96&sign=2c28c3cc7e07138f59f1c2109afb52f9&c_uniq_tag=Tc4w6DodLzhF8upkaNk910QsMzOhID995YxNRIOOUXs&type=album,0,160,29,2021-11-10,2021-11-10 14:07:00,Wednesday
145,Ода красному цвету. Художник / Диаз Алама (1986 г.р.),https://sun1-29.userapi.com/impg/ZH_YRrc3abpR_Zqeg_tdSOwyg0dmDeJU0-JcwQ/VyuBn7GiCVg.jpg?size=1080x1080&quality=96&sign=b15bc962a6addaef7d462c4f236d348c&c_uniq_tag=zBdP38gPK06OKSaAxxT9kP9fPxv3x8i29Jj6dZavNUI&type=album,7,509,93,2021-11-10,2021-11-10 12:07:00,Wednesday
146,"""Жигуль жизни. Весна"" и ""Жигуль жизни. Осень"". Вторую работу можно сейчас увидеть в новой Третьяковке на выставке: ""Искусство труда""; продлится она до 14 ноября.",https://sun1-92.userapi.com/impg/ZZCpY1uQrhOXvXKR7b-Vc19OvFlIiat2C51kyQ/R874KiORBfU.jpg?size=1600x1200&quality=96&sign=4fb553f5a28b06fb2cd41b8d21b8cf29&c_uniq_tag=SZxdJdYekzmPV7oXna_iPRJaLmXKPTRDN8Ld9n7HT6c&type=album,12,377,111,2021-11-10,2021-11-10 10:00:01,Wednesday
147,Луи Велден Хокинс (1849-1910) был художником-символистом. Родился в Штутгарте; Германия. Хокинс выбрал путь символизма и прославился своими нежными и мечтательными женскими портретами.,https://sun1-18.userapi.com/impg/Qz5gaN8i-V1r9BKN0xiVTfB8kJNbyVC4YdIfHw/kQ_-4n-hOF0.jpg?size=1080x986&quality=96&sign=771c9e27810a8ae5216eaef1841585be&c_uniq_tag=Aa814GsqPFwcVAsw3YjzWiS_ciFZrin-gVB6AR8yzuI&type=album,0,244,57,2021-11-09,2021-11-09 22:07:00,Tuesday
148,Галерея Боргезе; Рим,https://sun1-26.userapi.com/impg/g6LvCkrN_cuC2EoWq7kBlaEqiqHYkknljcKo0w/VQY_mna88Pw.jpg?size=2300x1533&quality=96&sign=edb3759e55444453439223966bd244b2&c_uniq_tag=gGFao9OmPRI8cMiqVVqTi8Vf3Qh6uNeqWC9E4VHB6kw&type=album,9,1460,338,2021-11-09,2021-11-09 20:07:00,Tuesday
149,Пост от подписчика.  Художник / Илья Богатов Плëс. Дебаркадеры. х.;м. 36х74 2021г.,https://sun1-56.userapi.com/impg/FUvqfBE2ky1M_AmvNMVF8Jlb5O-Hp2R6mjuShw/xBWDKbN7Xgo.jpg?size=1600x820&quality=96&sign=50edfece2f76f8b51260a1af2ebe04ed&c_uniq_tag=5x6bxi2AtajGC76CW3l1vKIPumUyJOJwY5tAOau6DsI&type=album,6,463,40,2021-11-09,2021-11-09 18:07:00,Tuesday
150,Пост от подписчицы.  Художница / Виктория Бондаренко. «Осенняя прогулка»,https://sun1-16.userapi.com/impg/55MSYbS2kaJsGoyI0wXKT4y5JqlswsE2PtuJJw/fWkZ8UVvyq8.jpg?size=720x914&quality=96&sign=6651f50f9c624c88540b9fe4cbfd5ddd&c_uniq_tag=kR2s7wkgpzv2JnisUySZZysvwuothMtNUWGjwHOe59s&type=album,30,843,72,2021-11-09,2021-11-09 16:07:00,Tuesday
151,Джон Каррин (1962) - американский художник из Нью-Йорка. Его картины - это диалог гротеска и прекрасных; вдохновляющих художников-классиков; таких как Фрагонар и Бушар; Роквелл и Крамб.,https://sun1-55.userapi.com/impg/oJ1LkrZCT9Dr1HWantDXp2cuMPSD8v2u631e4w/OUbUgyMlCEo.jpg?size=2000x1123&quality=96&sign=d4c239008801a6e8956181f7d2620b84&c_uniq_tag=S6nX6MRjE2HgZrYYceswLlV20XdcDlY3cK6SUuG9qMc&type=album,3,157,17,2021-11-09,2021-11-09 14:07:00,Tuesday
152,Патрисия Уотвуд (1971) - американская фигуративная художница; проживающая в Бруклине; штат Нью-Йорк. Уотвуд - ведущая фигура современного классического движения. Она классический фигуративный художник маслом; который ставит во главу угла эстетические принципы и техническую строгость; находя баланс между восприятием и дизайном. В ее композициях классическая эстетика сочетается с современной чувственностью.  Уотвуд получила степень бакалавра искусств в области театрального дизайна в Университете Тринити в Сан-Антонио. и степень магистра живописи Нью-Йоркской академии искусств.,https://sun1-85.userapi.com/impg/zPgpFE0u8kb8uKZTUbJUtZt6Y7ITDyXsfOMgyQ/mVMS6u58vmc.jpg?size=750x757&quality=96&sign=5fd3b8ecbe34ef0c9735141e96d8fe47&c_uniq_tag=3qA9MvhwbUWj_uCaqlEL9ZTmNavPTi4TWewKNyyqcVU&type=album,4,252,23,2021-11-09,2021-11-09 12:07:00,Tuesday
153,Советская мозаика в обьективе Владимира Шипотильникова. Исчезающие следы советской эпохи на улицах Киева.,https://sun1-55.userapi.com/impg/nhL__4orwI02NSOMW-N3Ow7LkvMx-mrLUC8A1A/itiGZ9LIqG0.jpg?size=680x453&quality=96&sign=8ae0356cf806ea40fd932de7f0613313&c_uniq_tag=fvB25WAboR5YIDTDD49YY3luhMGeRbpfnnDoVU4phFo&type=album,15,589,107,2021-11-08,2021-11-08 22:07:00,Monday
154,Смотришь и думаешь; что архитектура советского периода так далеко шагнула в будущее; что ещё долго будет ждать нас за поворотом. Советская архитектура Тбилиси; Грузия. 1. Дворец торжественных обрядов в Тбилиси. Архитекторы В.Джорбенадзе и В.Орбеладзе; 1985 год 2. Дома с мостами находятся на Плато Нуцубидзе — в большом жилом районе Тбилиси; густо застроенном при СССР многоэтажками. Расположено это место на горном склоне и постройки располагаются на его террасах. Перемещаться по улице в таких условиях очень трудно; поэтому требовалось нестандартное; но эффективное решение. 3. Г. Чахава. Дом на башенных опорах.,https://sun1-85.userapi.com/impg/ytR_PzYFgO6tmnGaIXbXawhnT4Fu_4R50FVn1A/2uLrQK8Hdh4.jpg?size=864x1080&quality=96&sign=19f13179a828beaedc1040487e390fc1&c_uniq_tag=02KVvKoIlF_I3FqxHmelsk7FsiD-VW2hi1G99LaPscU&type=album,9,456,137,2021-11-08,2021-11-08 20:07:00,Monday
155,Хироши Фуруёси - азиатский художник; родившийся в 1959 году. Его работы неоднократно выставлялись на аукционах по цене в зависимости от размера от 359 до 106262 долларов.,https://sun1-56.userapi.com/impg/ZYCFjHfZ0MxMUFSwl9uZlnzMzDaagbFvOUTLjw/YbW6kaIYgOs.jpg?size=2560x1480&quality=96&sign=8a07e538725f61935b903806a8b9e7b8&c_uniq_tag=bvb2_KYCrQe2o3XTGT5kYIrE9OQ0m1Wmdv9Clc_a5eU&type=album,28,621,209,2021-11-08,2021-11-08 20:05:00,Monday
